CoCID,CoCName,y2015,15funding,perCap15,y2016,16funding,perCap16,pop15-16,fund15-16,y2017,17funding,perCap17,pop16-17,fund16-17,y2018,18funding,perCap18,pop17-18,fund17-18,y2019,19funding,perCap19,pop18-19,fund18-19,avgPop,avgFund
LA-509,Louisiana Balance of State CoC,907,13167485,14517.62404,797,14660729,18394.8921,-110,3877.26806,706,16272579,23048.97875,-91,4654.086658,575,18368336,31944.93217,-131,8895.95342,593,20125458,33938.37774,18,1993.445566,715.6,24368.96096
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1424,18215968,12792.11236,1156,17787724,15387.3045,-268,2595.192139,1145,17220390,15039.64192,-11,-347.6625769,783,20406399,26061.81226,-362,11022.17034,774,20784347,26853.1615,-9,791.3492382,1056.4,19226.80651
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",333,3380983,10153.1021,277,3405983,12295.96751,-56,2142.865407,226,3702413,16382.35841,-51,4086.390898,211,4253480,20158.67299,-15,3776.314579,222,5281409,23790.13063,11,3631.457645,253.8,16556.04633
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",86,1267042,14733.04651,119,1297889,10906.63025,33,-3826.41626,169,1253146,7415.065089,50,-3491.565163,96,1294337,13482.67708,-73,6067.611995,53,1432375,27025.9434,-43,13543.26631,104.6,14712.67247
CT-505,Connecticut Balance of State CoC,3134,27081272,8641.120613,3016,34391375,11402.9758,-118,2761.855183,2610,34305156,13143.73793,-406,1740.762135,3112,37553278,12067.24871,502,-1076.489216,2262,43687282,19313.5641,-850,7246.315388,2826.8,12913.72943
IL-514,DuPage County CoC,672,4406678,6557.556548,555,4411902,7949.372973,-117,1391.816425,331,4526372,13674.83988,-224,5725.466906,295,4880469,16543.96271,-36,2869.122833,309,5136314,16622.3754,14,78.41269267,432.4,12269.6215
GA-508,DeKalb County CoC,684,4651682,6800.704678,473,4781918,10109.76321,-211,3309.058535,460,4866729,10579.84565,-13,470.0824386,321,5144877,16027.65421,-139,5447.808553,375,5803531,15476.08267,54,-551.5715389,462.6,11798.81008
LA-503,New Orleans/Jefferson Parish CoC,1703,18367757,10785.52965,1626,18924229,11638.51722,-77,852.9875666,1301,18524402,14238.58724,-325,2600.07002,1188,21224142,17865.43939,-113,3626.852153,1179,22728831,19278.05852,-9,1412.61913,1399.4,14761.22641
NJ-501,Bergen County CoC,340,4213917,12393.87353,296,4787854,16175.18243,-44,3781.308903,302,4869363,16123.71854,6,-51.46388939,354,5363543,15151.25141,52,-972.4671306,271,5480285,20222.45387,-83,5071.202462,312.6,16013.29596
OH-504,Youngstown/Mahoning County CoC,368,1983615,5390.258152,346,1749421,5056.130058,-22,-334.1280944,262,1726847,6591.019084,-84,1534.889026,180,1919042,10661.34444,-82,4070.32536,148,1944838,13140.7973,-32,2479.452853,260.8,8167.909807
IL-504,Madison County CoC,168,1832242,10906.20238,199,1891803,9506.547739,31,-1399.654642,176,1814852,10311.65909,-23,805.1113522,146,1841444,12612.63014,-30,2300.971046,101,1869154,18506.47525,-45,5893.845111,158,12368.70292
MI-509,Washtenaw County CoC,372,5708538,15345.53226,342,5733891,16765.76316,-30,1420.2309,302,5588663,18505.50662,-40,1739.743465,282,5973900,21184.04255,-20,2678.535931,273,6225899,22805.49084,-9,1621.448289,314.2,18921.26709
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",648,0,0,506,1527165,3018.112648,-142,3018.112648,226,1497301,6625.225664,-280,3607.113015,233,1709455,7336.716738,7,711.4910745,240,1746038,7275.158333,7,-61.55840486,370.6,4851.042677
OH-505,"Dayton, Kettering/Montgomery County CoC",971,8478888,8732.119464,751,8907293,11860.57656,-220,3128.4571,619,9204284,14869.60258,-132,3009.02602,680,10328847,15189.48088,61,319.8782975,681,10687124,15693.28047,1,503.7995875,740.4,13269.01199
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",429,2865555,6679.615385,398,2973442,7470.959799,-31,791.3444144,310,2888253,9316.945161,-88,1845.985362,291,3224611,11081.13746,-19,1764.192296,246,3325998,13520.31707,-45,2439.179616,334.8,9613.794975
MD-508,"Charles, Calvert, St.Mary's Counties CoC",981,2521547,2570.384302,464,2648561,5708.105603,-517,3137.721302,419,2750403,6564.207637,-45,856.1020338,492,2923962,5943.012195,73,-621.1954421,306,2852219,9320.977124,-186,3377.964929,532.4,6021.337372
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",913,10169085,11138.09967,886,10192385,11503.82054,-27,365.7208703,778,10265112,13194.23136,-108,1690.410821,864,11467362,13272.40972,86,78.17835975,771,13660263,17717.59144,-93,4445.181717,842.4,13365.23055
WV-501,"Huntington/Cabell, Wayne Counties CoC",227,2205883,9717.546256,228,2105300,9233.77193,1,-483.7743257,205,2366017,11541.54634,-23,2307.774412,190,2614928,13762.77895,-15,2221.232606,171,2785647,16290.33333,-19,2527.554386,204.2,12109.19536
PA-601,Western Pennsylvania CoC,1002,8792731,8775.180639,986,8977926,9105.401623,-16,330.220984,837,9160668,10944.64516,-149,1839.243539,748,9900291,13235.68316,-89,2291.037994,727,11021412,15160.12655,-21,1924.443392,860,11444.20743
MD-601,Montgomery County CoC,1100,8202360,7456.690909,981,8288534,8449.066259,-119,992.3753498,894,8762940,9801.946309,-87,1352.88005,840,9232284,10990.81429,-54,1188.867977,647,8930720,13803.27666,-193,2812.462376,892.4,10100.35888
IL-506,"Joliet, Bolingbrook/Will County CoC",340,3519280,10350.82353,290,3752278,12938.88966,-50,2588.066126,282,3966130,14064.29078,-8,1125.401125,341,4148711,12166.30792,59,-1897.982862,278,4609607,16581.32014,-63,4415.012226,306.2,13220.32641
OH-508,"Canton, Massillon, Alliance/Stark County CoC",472,2676332,5670.194915,460,2696040,5860.956522,-12,190.7616065,319,2942080,9222.821317,-141,3361.864795,278,2965295,10666.52878,-41,1443.70746,273,3128202,11458.61538,-5,792.0866076,360.4,8575.823383
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",302,670841,2221.327815,243,675516,2779.901235,-59,558.57342,228,672325,2948.79386,-15,168.8926251,235,707619,3011.144681,7,62.3508212,168,1329117,7911.410714,-67,4900.266033,235.2,3774.515661
MD-600,Prince George's County CoC,625,4944748,7911.5968,544,4903772,9014.286765,-81,1102.689965,525,5239911,9980.782857,-19,966.4960924,478,5817344,12170.17573,-47,2189.392875,447,6079178,13599.95078,-31,1429.775051,523.8,10535.35859
WI-501,Milwaukee City & County CoC,1521,10127898,6658.710059,1415,10453943,7387.945583,-106,729.2355239,900,10281986,11424.42889,-515,4036.483306,871,10641309,12217.34673,-29,792.917839,885,10813357,12218.48249,14,1.135757977,1118.4,9981.382749
IL-510,Chicago CoC,6786,63499383,9357.409814,5889,64921879,11024.26201,-897,1666.8522,5657,67054040,11853.28619,-232,829.0241802,5450,73193688,13430.0345,-207,1576.748301,5290,76142315,14393.63233,-160,963.5978297,5814.4,12011.72497
IL-502,"Waukegan, North Chicago/Lake County CoC",386,2105513,5454.696891,299,2137755,7149.682274,-87,1694.985383,228,2002113,8781.197368,-71,1631.515094,277,2321293,8380.119134,49,-401.0782348,252,2593489,10291.62302,-25,1911.503882,288.4,8011.463737
IL-508,"East St. Louis, Belleville/St. Clair County CoC",318,3191970,10037.64151,240,3189769,13290.70417,-78,3253.062657,300,3147676,10492.25333,60,-2798.450833,250,3374043,13496.172,-50,3003.918667,247,3662079,14826.23077,-3,1330.058769,271,12428.60036
MN-511,Southwest Minnesota CoC,124,984023,7935.669355,123,984744,8006.04878,-1,70.37942565,108,969625,8978.009259,-15,971.9604788,65,1106623,17024.96923,-43,8046.959972,88,1112663,12643.89773,23,-4381.071503,101.6,10917.71887
PR-502,Puerto Rico Balance of Commonwealth CoC,2422,13017927,5374.866639,2343,13057303,5572.899274,-79,198.0326353,1883,13097961,6955.90069,-460,1383.001416,1643,13407969,8160.662812,-240,1204.762122,1345,13528049,10058.029,-298,1897.366184,1927.2,7224.471682
OH-502,Cleveland/Cuyahoga County CoC,1943,26740229,13762.34122,1697,26997332,15908.85798,-246,2146.51676,1727,27022106,15646.84771,30,-262.0102719,1808,28162915,15576.83352,81,-70.0141951,1618,29733277,18376.5618,-190,2799.728287,1758.6,15854.28845
PA-508,Scranton/Lackawanna County CoC,233,2588315,11108.64807,242,2586130,10686.4876,9,-422.1604654,197,2683752,13623.1066,-45,2936.618996,159,2906992,18282.96855,-38,4659.861954,186,2887145,15522.28495,27,-2760.683607,203.4,13844.69915
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",922,8296514,8998.388286,867,8658238,9986.433679,-55,988.045393,798,8475964,10621.50877,-69,635.0750926,722,9472298,13119.52632,-76,2498.017544,732,9755656,13327.39891,10,207.8725913,808.2,11210.65119
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",818,4468766,5463.03912,762,4346322,5703.834646,-56,240.7955259,662,4495669,6791.040785,-100,1087.20614,609,4754160,7806.502463,-53,1015.461678,497,4813352,9684.812877,-112,1878.310414,669.6,7089.845978
OH-500,Cincinnati/Hamilton County CoC,1063,17982669,16916.90405,1116,17469842,15653.98029,53,-1262.923758,1162,16347894,14068.75559,46,-1585.224693,1114,19476832,17483.6912,-48,3414.935609,1082,22793209,21065.81238,-32,3582.121182,1107.4,17037.8287
MO-501,St.Louis City CoC,1312,10819284,8246.405488,1248,11327426,9076.463141,-64,830.0576532,1336,11487718,8598.591317,88,-477.8718237,949,12494002,13165.43941,-387,4566.848093,1031,12602939,12223.99515,82,-941.4442596,1175.2,10262.1789
NJ-514,Trenton/Mercer County CoC,600,3538791,5897.985,465,3837859,8253.460215,-135,2355.475215,478,3884113,8125.759414,13,-127.7008008,479,4332613,9045.121086,1,919.3616714,448,4386254,9790.745536,-31,745.6244501,494,8222.61425
IL-515,South Central Illinois CoC,122,905114,7418.967213,133,902088,6782.616541,11,-636.3506718,108,882109,8167.675926,-25,1385.059385,92,1047588,11386.82609,-16,3219.150161,94,1061142,11288.74468,2,-98.08140611,109.8,9008.96609
AL-506,Tuscaloosa City & County CoC,339,232472,685.7581121,177,216199,1221.463277,-162,535.7051647,200,211879,1059.395,23,-162.0682768,57,203299,3566.649123,-143,2507.254123,44,199669,4537.931818,-13,971.2826954,163.4,2214.239466
MI-501,Detroit CoC,2597,26130090,10061.6442,2335,23271331,9966.308779,-262,-95.33542541,2078,25196727,12125.47016,-257,2159.161384,1769,26921844,15218.67948,-309,3093.209316,1965,27280221,13883.06412,196,-1335.615358,2148.8,12251.03335
LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",390,3890343,9975.238462,478,3884305,8126.161088,88,-1849.077374,349,3925902,11249.00287,-129,3122.841777,375,4010367,10694.312,26,-554.6908653,292,4010656,13735.12329,-83,3040.811288,376.8,10755.96754
MI-503,"St. Clair Shores, Warren/Macomb County CoC",450,1197681,2661.513333,403,1198139,2973.049628,-47,311.5362945,354,1180474,3334.672316,-49,361.6226886,270,1276212,4726.711111,-84,1392.038795,265,1696753,6402.841509,-5,1676.130398,348.4,4019.75758
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",4609,32098014,6964.203515,4031,33233058,8244.370628,-578,1280.167113,3605,32456552,9003.204438,-426,758.8338106,4143,38155969,9209.743905,538,206.5394671,3938,41760038,10604.37735,-205,1394.633444,4065.2,8805.179967
VA-507,Portsmouth CoC,174,1157730,6653.62069,169,1204885,7129.497041,-5,475.8763518,151,1168615,7739.172185,-18,609.675144,135,1200937,8895.82963,-16,1156.657444,119,1209142,10160.85714,-16,1265.027513,149.6,8115.795338
NJ-511,Paterson/Passaic County CoC,459,3745554,8160.248366,432,4090373,9468.456019,-27,1308.207653,449,4137117,9214.069042,17,-254.3869762,434,4557884,10502.03687,-15,1287.967824,391,4511971,11539.56777,-43,1037.530909,433,9776.875614
VA-508,Lynchburg CoC,237,338887,1429.902954,174,359813,2067.890805,-63,637.987851,125,357393,2859.144,-49,791.2531954,112,371921,3320.723214,-13,461.5792143,78,371673,4765.038462,-34,1444.315247,145.2,2888.539887
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1803,5453087,3024.452024,1692,5530889,3268.846927,-111,244.3949023,1109,5547318,5002.090171,-583,1733.243245,1090,6670761,6119.96422,-19,1117.874049,1088,6878921,6322.537684,-2,202.5734636,1356.4,4747.578205
UT-504,Provo/Mountainland CoC,203,1089919,5369.059113,178,978525,5497.331461,-25,128.2723474,171,1059020,6193.099415,-7,695.7679545,173,1198418,6927.271676,2,734.1722611,161,1393707,8656.565217,-12,1729.293541,177.2,6528.665377
PA-509,Eastern Pennsylvania CoC,2410,10803770,4482.892116,2599,10978472,4224.11389,189,-258.7782262,2170,11585801,5339.078802,-429,1114.964912,1998,12487079,6249.789289,-172,910.7104874,1843,14065097,7631.631579,-155,1381.84229,2204,5585.501135
NJ-508,Monmouth County CoC,456,3073031,6739.10307,344,3473553,10097.53779,-112,3358.434721,299,3381878,11310.62876,-45,1213.090972,335,3617597,10798.79701,36,-511.8317476,359,3525111,9819.250696,24,-979.5463185,358.6,9753.063467
MI-506,"Grand Rapids, Wyoming/Kent County CoC",912,5503523,6034.564693,800,5511453,6889.31625,-112,854.751557,912,5517588,6049.986842,112,-839.3294079,723,6297388,8710.080221,-189,2660.093379,759,6868810,9049.815547,36,339.7353255,821.2,7346.752711
IL-519,West Central Illinois CoC,100,650720,6507.2,102,650720,6379.607843,2,-127.5921569,80,641558,8019.475,-22,1639.867157,67,665749,9936.552239,-13,1917.077239,68,645899,9498.514706,1,-438.0375329,83.4,8068.269958
VA-503,Virginia Beach CoC,419,1602194,3823.852029,389,1401011,3601.570694,-30,-222.2813346,349,1642276,4705.661891,-40,1104.091197,243,1858231,7647.041152,-106,2941.379261,260,1763592,6783.046154,17,-863.9949984,332,5312.234384
PR-503,South-Southeast Puerto Rico CoC,2096,5960026,2843.523855,2075,5658674,2727.071807,-21,-116.4520477,1642,5515253,3358.862972,-433,631.7911648,1539,5275620,3427.953216,-103,69.09024439,1190,6874505,5776.894958,-349,2348.941742,1708.4,3626.861362
OH-506,"Akron, Barberton/Summit County CoC",760,4366303,5745.135526,679,4711705,6939.182622,-81,1194.047095,507,4575345,9024.349112,-172,2085.166491,587,4835866,8238.272572,80,-786.07654,546,4722195,8648.708791,-41,410.4362188,615.8,7719.129725
LA-500,Lafayette/Acadiana CoC,493,2474843,5019.965517,463,2477638,5351.269978,-30,331.3044612,357,2540376,7115.89916,-106,1764.629181,363,2840362,7824.688705,6,708.7895456,360,2847843,7910.675,-3,85.98629477,407.2,6644.499672
LA-506,Slidell/Southeast Louisiana CoC,243,2291529,9430.160494,275,2232580,8118.472727,32,-1311.687767,248,2132851,8600.205645,-27,481.7329179,194,2492504,12847.95876,-54,4247.753118,215,2647157,12312.35814,21,-535.6006234,235,10261.83115
MI-504,"Pontiac, Royal Oak/Oakland County CoC",485,5793784,11945.94639,438,5807618,13259.40183,-47,1313.455435,412,5868791,14244.63835,-26,985.236523,427,6256918,14653.20375,15,408.5653976,425,6295287,14812.44,-2,159.2362529,437.4,13783.12606
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",174,3995242,22961.16092,169,3917394,23179.84615,-5,218.6852343,174,4021709,23113.27011,5,-66.5760389,165,4261680,25828.36364,-9,2715.093521,164,4234949,25822.85976,-1,-5.503880266,169.2,24181.10012
AL-507,Alabama Balance of State CoC,638,1045984,1639.473354,827,916817,1108.605804,189,-530.8675501,764,1104980,1446.308901,-63,337.7030964,730,1185251,1623.631507,-34,177.3226063,323,1441654,4463.325077,-407,2839.693571,656.4,2056.268929
MD-501,Baltimore CoC,2796,20113771,7193.766452,2725,21106170,7745.383486,-71,551.6170342,2669,20831889,7805.128887,-56,59.74540099,2508,23391054,9326.576555,-161,1521.447668,2294,22639730,9869.106364,-214,542.5298094,2598.4,8387.992349
NC-502,Durham City & County CoC,813,1322432,1626.607626,354,1282978,3624.231638,-459,1997.624012,354,1247410,3523.757062,0,-100.4745763,338,1461135,4322.884615,-16,799.1275532,361,1522268,4216.808864,23,-106.0757511,444,3462.857961
MA-516,Massachusetts Balance of State CoC,2651,11715812,4419.393436,2551,11855946,4647.568013,-100,228.1745761,2080,12430249,5976.08125,-471,1328.513237,2296,12607536,5491.087108,216,-484.994142,1918,13438107,7006.312304,-378,1515.225196,2299.2,5508.088422
KY-501,Louisville-Jefferson County CoC,1161,9064742,7807.701981,1116,9448427,8466.332437,-45,658.6304562,1034,9276354,8971.32882,-82,504.9963828,926,9910618,10702.61123,-108,1731.282411,1071,11049588,10317.07563,145,-385.5356008,1061.6,9253.01002
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",451,1786354,3960.873614,378,1788852,4732.412698,-73,771.5390842,329,1738227,5283.364742,-49,550.9520432,400,1802286,4505.715,71,-777.6497416,285,1829851,6420.529825,-115,1914.814825,368.6,4980.579176
MI-500,Michigan Balance of State CoC,1745,8790201,5037.36447,1466,8872886,6052.446112,-279,1015.081642,1465,8832530,6029.030717,-1,-23.41539515,1343,9280618,6910.363366,-122,881.3326489,1245,9303379,7472.593574,-98,562.2302087,1452.8,6300.359648
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",281,0,0,328,835476,2547.182927,47,2547.182927,249,779167,3129.184739,-79,582.0018121,331,792300,2393.655589,82,-735.5291498,324,788859,2434.75,-7,41.09441088,302.6,2100.954651
NE-502,Lincoln CoC,714,2230675,3124.194678,694,2257143,3252.367435,-20,128.1727573,606,2256141,3723.00495,-88,470.6375153,451,2372628,5260.815965,-155,1537.811014,449,2479264,5521.746102,-2,260.9301379,582.8,4176.425826
MS-501,Mississippi Balance of State CoC,809,3304285,4084.406675,785,3241980,4129.910828,-24,45.50415312,697,3120635,4477.238164,-88,347.3273355,560,2785536,4974.171429,-137,496.933265,480,3088029,6433.39375,-80,1459.222321,666.2,4819.824169
PA-603,Beaver County CoC,120,1534995,12791.625,131,1347740,10288.0916,11,-2503.533397,98,1283884,13100.85714,-33,2812.76554,117,1478372,12635.65812,19,-465.1990232,123,1859523,15118.07317,6,2482.415051,117.8,12786.86101
NJ-506,"Jersey City, Bayonne/Hudson County CoC",917,5243399,5717.992366,829,6557997,7910.732207,-88,2192.739841,822,6389936,7773.644769,-7,-137.0874386,860,7191193,8361.852326,38,588.2075567,890,7157049,8041.62809,30,-320.2242357,863.6,7561.169952
FL-600,Miami-Dade County CoC,4152,29730926,7160.627649,4235,29898527,7059.864699,83,-100.7629504,3721,29811201,8011.610051,-514,951.7453521,3516,31480996,8953.639363,-205,942.0293119,3472,32867600,9466.474654,-44,512.8352915,3819.2,8130.443283
MI-523,Eaton County CoC,135,895163,6630.837037,120,929250,7743.75,-15,1112.912963,107,900050,8411.682243,-13,667.932243,122,994002,8147.557377,15,-264.1248659,114,1016964,8920.736842,-8,773.1794651,119.6,7970.9127
VA-604,Prince William County CoC,409,527157,1288.892421,400,564657,1411.6425,-9,122.7500795,400,552650,1381.625,0,-30.0175,374,721514,1929.181818,-26,547.5568182,280,994546,3551.95,-94,1622.768182,372.6,1912.658348
IL-511,Cook County CoC,895,11372915,12707.1676,952,11770688,12364.16807,57,-342.9995305,780,11731317,15040.15,-172,2675.981933,873,13107890,15014.76518,93,-25.38482245,897,13403353,14942.42252,24,-72.34265804,879.4,14013.73467
SC-500,Charleston/Low Country CoC,606,1717517,2834.186469,550,1719596,3126.538182,-56,292.3517132,425,1705708,4013.430588,-125,886.8924064,451,1952972,4330.314856,26,316.8842676,403,2041163,5064.920596,-48,734.6057397,487,3873.878138
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",919,10873277,11831.63983,962,11765574,12230.3264,43,398.6865774,925,11655799,12600.86378,-37,370.5373805,957,12207363,12755.8652,32,155.00142,924,12973261,14040.32576,-33,1284.460554,937.4,12691.80419
IN-502,Indiana Balance of State CoC,4197,10496669,2500.993329,4179,11424156,2733.705671,-18,232.7123426,3655,13545129,3705.917647,-524,972.2119758,3576,17126143,4789.189877,-79,1083.27223,3904,18346413,4699.388576,328,-89.80130114,3902.2,3685.83902
GA-505,Columbus-Muscogee CoC,371,1333949,3595.549865,329,1360498,4135.25228,-42,539.7024144,319,1360522,4264.959248,-10,129.706968,276,1524407,5523.213768,-43,1258.25452,278,1610376,5792.719424,2,269.5056563,314.6,4662.338917
MI-519,Holland/Ottawa County CoC,285,1017124,3568.85614,261,1017437,3898.226054,-24,329.3699133,258,1017251,3942.833333,-3,44.60727969,226,1160414,5134.575221,-32,1191.741888,225,1292064,5742.506667,-1,607.9314454,251,4457.399483
ND-500,North Dakota Statewide CoC,1305,2047642,1569.07433,923,1903991,2062.828819,-382,493.7544896,1089,1761315,1617.369146,166,-445.4596731,542,1876781,3462.695572,-547,1845.326426,557,2058043,3694.870736,15,232.1751641,883.2,2481.367721
VA-600,Arlington County CoC,239,2459677,10291.53556,174,2539044,14592.2069,-65,4300.671332,232,2611996,11258.60345,58,-3333.603448,221,2832598,12817.18552,-11,1558.582072,215,2659145,12368.11628,-6,-449.0692413,216.2,12265.52954
FL-603,"Ft Myers, Cape Coral/Lee County CoC",614,1762276,2870.156352,439,1661056,3783.726651,-175,913.5702997,431,1667288,3868.417633,-8,84.69098193,728,1835581,2521.402473,297,-1347.015161,372,1825537,4907.357527,-356,2385.955054,516.8,3590.212127
IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",428,1470693,3436.198598,336,1528983,4550.544643,-92,1114.346045,381,1453190,3814.146982,45,-736.3976612,356,1524907,4283.446629,-25,469.2996476,403,2200682,5460.74938,47,1177.30275,380.8,4309.017246
MI-517,Jackson City & County CoC,159,905738,5696.465409,169,818093,4840.786982,10,-855.6784266,140,825123,5893.735714,-29,1052.948732,81,824043,10173.37037,-59,4279.634656,113,870459,7703.176991,32,-2470.193379,132.4,6861.507093
CA-607,Pasadena CoC,632,3112977,4925.596519,530,3176554,5993.498113,-102,1067.901594,575,3163253,5501.309565,45,-492.188548,677,3561687,5260.985229,102,-240.3243363,542,3749042,6917.051661,-135,1656.066432,591.2,5719.688217
CA-512,Daly/San Mateo County CoC,1483,9455481,6375.914363,1361,8583356,6306.653931,-122,-69.26043185,1253,11280155,9002.517957,-108,2695.864026,1238,12756571,10304.1769,-15,1301.658941,1512,12625516,8350.208995,274,-1953.967904,1369.4,8067.894429
CA-507,Marin County CoC,1318,3264434,2476.808801,1258,3328338,2645.737679,-60,168.9288776,1117,4195529,3756.068935,-141,1110.331256,1095,4496522,4106.412785,-22,350.3438507,1034,4600616,4449.338491,-61,342.9257059,1164.4,3486.873338
PA-512,York City & County CoC,345,1184845,3434.333333,365,1196933,3279.268493,20,-155.0648402,288,1223485,4248.211806,-77,968.9433124,324,1370705,4230.570988,36,-17.6408179,321,1727758,5382.423676,-3,1151.852688,328.6,4114.961659
NH-500,New Hampshire Balance of State CoC,718,3552510,4947.785515,670,3556085,5307.589552,-48,359.8040369,767,3751496,4891.129074,97,-416.4604779,742,4193853,5652.092992,-25,760.9639176,669,4589707,6860.54858,-73,1208.455588,713.2,5531.829143
NH-502,Nashua/Hillsborough County CoC,327,1814588,5549.198777,296,1869026,6314.277027,-31,765.0782503,295,1814588,6151.145763,-1,-163.1312643,281,1936674,6892.078292,-14,740.9325291,266,1981250,7448.308271,-15,556.2299789,293,6471.001626
RI-500,Rhode Island Statewide CoC,1111,5985905,5387.853285,1160,5932887,5114.557759,49,-273.2955267,1180,5561271,4712.941525,20,-401.6162332,1101,7160233,6503.390554,-79,1790.449029,1055,7664476,7264.906161,-46,761.5156071,1121.4,5796.729857
IN-503,Indianapolis CoC,1666,4404410,2643.703481,1619,5030641,3107.252007,-47,463.548526,1783,5064847,2840.632081,164,-266.6199266,1682,5575184,3314.615933,-101,473.9838526,1567,7066690,4509.693682,-115,1195.077749,1663.4,3283.179437
LA-507,Alexandria/Central Louisiana CoC,154,704860,4577.012987,167,719772,4310.011976,13,-267.001011,159,716695,4507.515723,-8,197.5037472,177,729971,4124.129944,18,-383.3857798,114,732556,6425.929825,-63,2301.799881,154.2,4788.920091
